expected_speed,predicted_speed,angle,error
27.540000000000003,27.337499999999988,-22.08,47
27.419999999999998,27.307499999999983,-22.08,47
27.540000000000003,27.99750000000002,-2.208,38
27.580000000000002,27.495000000000005,-22.08,45
27.68,28.045000000000005,-22.08,39
27.8,27.952499999999997,-22.08,41
28.179999999999996,28.857500000000023,-1.6560000000000001,28
28.380000000000003,29.140000000000022,-2.208,28
28.859999999999996,29.672500000000003,-1.104,21
29.18,29.73000000000001,-1.6560000000000001,23
29.580000000000002,29.875000000000007,-1.6560000000000001,21
29.759999999999998,30.029999999999994,-1.104,19
29.959999999999997,30.157500000000017,-1.104,18
29.939999999999998,29.82749999999998,-1.6560000000000001,22
29.98,29.8875,-1.6560000000000001,21
29.98,29.895,-1.6560000000000001,21
29.919999999999998,29.80249999999998,-1.6560000000000001,22
29.840000000000003,29.799999999999976,-1.6560000000000001,22
29.540000000000003,28.787499999999977,-29.6,37
29.24,28.442499999999995,-29.6,36
29.1,29.39500000000001,-2.22,28
28.759999999999998,28.1675,-29.6,39
28.68,29.234999999999996,-0.74,26
28.880000000000003,29.30249999999998,-2.96,27
29.22,29.859999999999992,-0.74,19
29.68,31.007500000000004,0.74,5
30.4,31.56500000000002,0.0,3
30.880000000000003,31.757499999999986,0.0,2
31.380000000000003,31.794999999999977,0.0,2
31.68,31.627499999999998,0.0,4
31.659999999999997,31.470000000000006,1.48,-6
31.54,31.2075,0.74,-9
31.380000000000003,31.047500000000003,0.74,-10
31.32,31.5075,-2.22,5
30.96,30.20249999999998,-29.6,22
30.04,27.837499999999984,-29.6,52
28.82,25.734999999999996,-29.6,70
27.52,24.7525,-29.6,75
25.82,23.5125,-29.6,90
24.46,23.075,-29.6,90
23.7,23.0,-29.6,90
23.5,23.975,-29.6,80
23.78,25.23249999999999,-29.6,61
24.5,26.277500000000003,-29.6,54
25.419999999999998,27.24000000000001,-29.6,44
26.46,27.95500000000002,-29.6,38
27.52,28.912499999999987,-2.22,27
28.54,30.392499999999995,0.0,10
29.52,31.252499999999998,1.48,-5
30.24,31.19750000000002,0.74,-8
30.72,30.742499999999996,1.6560000000000001,-14
30.939999999999998,30.485000000000003,1.104,-16
30.8,30.342499999999983,1.104,-17
30.579999999999995,30.387499999999996,1.104,-16
30.339999999999996,30.110000000000003,1.6560000000000001,-20
30.3,30.3975,0.552,-16
30.380000000000003,30.667499999999983,0.552,-12
30.46,30.712500000000013,1.104,-13
30.54,30.787499999999987,0.552,-12
30.74,30.932499999999994,0.552,-10
30.9,31.125000000000018,0.0,-8
30.98,31.19000000000002,0.552,-8
31.2,31.604999999999983,0.0,-2
31.3,31.267499999999984,-0.552,7
31.360000000000003,31.294999999999977,-0.552,7
31.259999999999998,30.87500000000002,-1.104,13
31.160000000000004,30.730000000000025,-1.104,13
30.860000000000003,30.42999999999999,-1.6560000000000001,17
30.580000000000002,30.049999999999994,-1.6560000000000001,21
30.28,29.85249999999998,-1.6560000000000001,22
30.119999999999997,29.887499999999996,-1.6560000000000001,21
29.880000000000003,29.610000000000003,-2.208,25
29.74,29.585,-1.6560000000000001,24
29.660000000000004,29.5125,-2.208,25
29.560000000000002,29.367499999999986,-2.208,27
29.46,29.4275,-1.6560000000000001,26
29.439999999999998,29.4,-2.208,26
29.339999999999996,29.167499999999997,-22.08,29
29.240000000000002,29.0425,-2.208,30
29.18,29.005000000000003,-2.208,30
29.2,29.43,-1.6560000000000001,25
29.18,29.34499999999998,-2.208,27
29.28,29.542499999999997,-1.6560000000000001,24
29.419999999999998,29.657500000000017,-1.6560000000000001,23
29.520000000000003,29.515000000000004,-2.208,25
29.6,29.8225,-1.104,21
29.68,29.69750000000002,-2.208,23
29.759999999999998,29.942500000000003,-1.104,20
29.839999999999996,30.057499999999997,-1.104,19
29.96,30.095,-1.6560000000000001,19
29.98,30.002499999999998,-1.6560000000000001,20
30.119999999999997,30.302500000000002,-0.552,16
30.22,30.452499999999997,-1.104,15
30.259999999999998,30.34499999999998,-1.6560000000000001,17
30.339999999999996,30.4875,-1.104,15
30.46,30.564999999999998,-1.104,14
30.560000000000002,30.797500000000003,-0.552,11
30.7,31.087500000000016,0.0,8
30.859999999999996,31.1175,-0.552,9
31.02,31.254999999999978,0.0,7
31.24,31.56250000000001,0.0,3
31.439999999999998,31.81500000000001,0.0,-1
31.580000000000002,31.890000000000004,0.0,-1
31.68,31.6375,0.552,-4
31.72,31.5375,0.0,-5
31.580000000000002,31.1675,1.104,-10
31.360000000000003,30.88999999999998,1.104,-12
31.139999999999997,30.80999999999998,0.552,-12
30.8,30.192499999999995,2.208,-21
30.379999999999995,29.607499999999998,2.208,-26
30.02,29.290000000000013,2.208,-28
29.640000000000004,29.007500000000004,22.08,-31
29.040000000000003,28.172499999999978,22.08,-42
28.6,27.787500000000012,22.08,-43
28.259999999999998,27.70500000000002,22.08,-43
27.98,27.797499999999978,22.08,-42
27.7,27.565000000000005,22.08,-45
27.660000000000004,27.63250000000001,22.08,-44
27.6,27.445,22.08,-46
27.7,28.04250000000001,2.208,-38
27.8,28.234999999999985,22.08,-37
27.959999999999997,28.29499999999998,22.08,-37
28.080000000000002,28.202500000000022,22.08,-38
28.179999999999996,27.997500000000002,22.08,-41
28.24,28.434999999999995,2.208,-35
28.24,28.287499999999984,22.08,-37
28.32,28.610000000000014,2.208,-33
28.439999999999998,28.752499999999987,2.208,-32
28.52,28.30499999999998,22.08,-37
28.5,28.367499999999996,22.08,-36
28.5,28.312499999999982,22.08,-37
28.4,28.235000000000014,22.08,-38
28.360000000000003,28.5325,2.208,-34
28.46,28.724999999999984,2.208,-32
28.52,28.722500000000014,22.08,-33
28.619999999999997,28.787499999999987,2.208,-32
28.74,28.797499999999978,22.08,-32
28.82,28.934999999999995,2.208,-30
28.939999999999998,29.259999999999998,1.6560000000000001,-26
29.119999999999997,29.514999999999997,1.6560000000000001,-24
29.320000000000004,29.724999999999984,1.6560000000000001,-22
29.540000000000003,29.857499999999995,1.6560000000000001,-21
29.660000000000004,29.605,2.208,-24
29.72,29.72750000000001,1.6560000000000001,-23
29.740000000000002,29.705000000000023,1.6560000000000001,-23
29.72,29.700000000000024,1.6560000000000001,-23
29.660000000000004,29.6125,1.6560000000000001,-24
29.68,29.700000000000024,1.6560000000000001,-23
29.68,29.700000000000024,1.6560000000000001,-23
29.639999999999997,29.535000000000004,2.208,-25
29.6,29.505000000000003,2.208,-25
29.580000000000002,29.5,2.208,-25
29.52,29.432499999999997,2.208,-26
29.48,29.5,1.6560000000000001,-25
29.48,29.5,2.208,-25
29.439999999999998,29.33499999999998,2.208,-27
29.439999999999998,29.5,1.6560000000000001,-25
29.439999999999998,29.432499999999997,2.208,-26
29.46,29.564999999999998,1.6560000000000001,-24
29.46,29.497500000000002,2.208,-25
29.4,29.1325,22.08,-30
29.340000000000003,29.215000000000014,2.208,-28
29.380000000000003,29.5875,1.6560000000000001,-24
29.46,29.865000000000002,1.104,-20
29.660000000000004,30.317500000000003,0.552,-15
29.959999999999997,30.475,1.104,-15
30.32,30.8375,0.552,-10
30.6,30.975,0.552,-10
30.9,31.3375,0.0,-5
31.160000000000004,31.67749999999998,0.0,-2
31.419999999999998,31.78499999999998,0.0,-2
31.54,31.574999999999996,-0.552,4
31.7,31.799999999999976,0.0,2
31.8,31.934999999999995,0.0,0
31.840000000000003,31.99,0.0,0
31.880000000000003,32.0,0.0,0
31.96,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
31.619999999999997,30.717499999999994,-22.08,19
31.119999999999997,29.790000000000003,-2.208,25
30.52,29.192500000000003,-22.08,30
29.939999999999998,29.0925,-2.208,29
29.339999999999996,29.0125,-2.208,30
29.119999999999997,29.002499999999998,-2.208,30
29.04,29.097500000000004,-2.208,29
29.060000000000002,29.100000000000005,-2.208,29
29.04,29.0,-2.208,30
29.080000000000002,29.167500000000018,-2.208,28
29.119999999999997,29.19500000000002,-2.208,28
29.32,29.807500000000005,-0.552,19
29.320000000000004,29.132500000000004,-22.08,29
29.4,29.335,-1.6560000000000001,26
29.399999999999995,29.19500000000002,-2.208,28
29.5,29.66750000000001,-1.104,23
29.459999999999997,29.815000000000005,-1.6560000000000001,21
29.619999999999997,29.889999999999997,-1.6560000000000001,21
29.78,30.102500000000013,-1.104,18
30.0,30.252499999999987,-1.104,17
30.140000000000004,30.362499999999994,-1.104,16
30.32,30.66499999999998,-0.552,12
30.52,30.847499999999997,-0.552,11
30.740000000000002,31.16499999999998,0.0,7
30.9,31.144999999999992,-0.552,9
31.1,31.3425,0.0,6
31.279999999999994,31.59250000000002,0.0,3
31.48,31.82000000000001,0.0,-1
31.580000000000002,31.82249999999998,0.0,2
31.72,31.80499999999998,0.0,-2
31.839999999999996,31.964999999999996,0.0,0
31.74,31.395000000000017,1.104,-8
31.660000000000004,31.597499999999997,0.0,-5
31.52,31.169999999999995,0.552,-9
31.320000000000004,30.909999999999986,1.104,-12
31.1,30.8825,0.552,-11
31.060000000000002,31.025,0.552,-10
30.880000000000003,30.66749999999999,1.104,-14
30.8,30.707500000000017,0.552,-13
30.68,30.342500000000022,1.6560000000000001,-18
30.580000000000002,30.4675,1.104,-16
30.46,30.410000000000004,1.104,-16
30.339999999999996,30.070000000000004,1.6560000000000001,-20
30.2,30.01,1.6560000000000001,-20
30.22,30.332499999999982,1.104,-17
30.18,30.23750000000001,1.6560000000000001,-18
30.139999999999997,30.205000000000023,1.104,-18
30.139999999999997,30.025,1.6560000000000001,-20
30.119999999999997,29.942500000000003,1.6560000000000001,-21
30.04,29.905,1.6560000000000001,-21
30.0,29.997500000000002,1.6560000000000001,-20
29.9,29.765000000000015,2.208,-23
29.880000000000003,29.9,1.6560000000000001,-21
29.880000000000003,29.9,1.6560000000000001,-21
29.879999999999995,29.9,1.6560000000000001,-21
29.859999999999996,29.9,1.6560000000000001,-21
29.860000000000003,29.765000000000015,1.6560000000000001,-23
29.880000000000003,29.967499999999994,1.104,-20
29.860000000000003,29.832499999999982,1.6560000000000001,-22
29.96,30.255000000000003,0.552,-16
30.0,30.0625,1.6560000000000001,-19
30.139999999999997,30.3625,1.104,-16
30.160000000000004,30.1375,1.6560000000000001,-19
30.3,30.46,0.552,-15
30.339999999999996,30.554999999999996,1.104,-14
30.580000000000002,31.067499999999985,0.0,-7
30.9,31.737499999999994,-0.552,0
31.28,31.964999999999996,0.0,0
31.580000000000002,32.0,0.0,0
31.860000000000003,32.0,0.0,0
32.0,32.0,0.0,0
31.880000000000003,31.595000000000006,-0.552,6
31.68,31.160000000000004,-1.104,10
31.419999999999998,30.817500000000017,-1.104,13
31.04,30.310000000000002,-1.6560000000000001,19
30.660000000000004,30.130000000000003,-1.6560000000000001,19
30.339999999999996,29.897499999999987,-2.208,22
30.04,29.612499999999994,-2.208,25
29.68,29.109999999999996,-22.08,31
29.439999999999998,28.929999999999996,-2.208,31
29.32,29.5075,-1.6560000000000001,25
29.119999999999997,28.832499999999982,-22.08,32
28.919999999999998,28.6025,-22.08,35
28.939999999999998,28.972500000000004,-2.208,30
29.02,29.302499999999988,-1.6560000000000001,27
28.919999999999998,28.987499999999994,-22.08,30
29.0,29.195000000000014,-2.208,28
29.26,29.629999999999978,-1.104,22
29.5,30.04500000000001,-1.104,18
29.839999999999996,30.72000000000001,-0.552,10
30.32,31.230000000000008,0.0,6
30.880000000000003,31.785000000000004,0.0,0
31.139999999999997,31.077499999999997,0.552,-9
31.3,31.0125,0.552,-10
31.2,30.6675,1.104,-15
30.96,30.32250000000002,1.6560000000000001,-18
30.6,30.21500000000002,1.104,-18
30.4,30.132500000000004,1.6560000000000001,-19
30.24,30.200000000000024,1.104,-18
30.119999999999997,29.97750000000001,1.6560000000000001,-21
30.059999999999995,29.9125,1.6560000000000001,-21
29.98,29.832499999999982,1.6560000000000001,-22
29.839999999999996,29.534999999999997,2.208,-26
29.660000000000004,29.35249999999998,2.208,-27
29.619999999999997,29.735000000000014,1.6560000000000001,-23
29.560000000000002,29.637500000000006,1.6560000000000001,-24
29.48,29.3875,2.208,-26
29.52,29.612500000000004,1.6560000000000001,-24
29.54,29.425,2.208,-26
29.48,29.405,2.208,-26
29.52,29.729999999999983,1.6560000000000001,-22
29.580000000000002,29.722500000000014,1.6560000000000001,-23
29.560000000000002,29.467499999999994,2.208,-25
29.580000000000002,29.494999999999997,2.208,-25
29.580000000000002,29.432499999999997,2.208,-26
29.559999999999995,29.675000000000022,1.6560000000000001,-23
29.560000000000002,29.69000000000002,1.6560000000000001,-23
29.580000000000002,29.632500000000004,1.6560000000000001,-24
29.540000000000003,29.357499999999987,2.208,-27
29.52,29.31499999999998,2.208,-27
29.379999999999995,29.097499999999997,22.08,-30
29.28,29.23250000000001,2.208,-28
29.119999999999997,28.889999999999986,22.08,-32
28.96,28.612499999999994,22.08,-35
28.860000000000003,28.812499999999982,2.208,-32
28.839999999999996,28.87749999999999,2.208,-31
28.72,28.575,22.08,-34
28.660000000000004,28.5125,22.08,-35
28.68,28.587500000000006,22.08,-34
28.68,28.794999999999987,2.208,-32
28.8,29.262499999999996,1.6560000000000001,-25
28.880000000000003,28.910000000000004,22.08,-30
28.98,28.985000000000003,2.208,-30
29.060000000000002,29.0,2.208,-30
29.080000000000002,28.932499999999997,22.08,-31
28.9,28.702499999999997,22.08,-34
28.9,29.0,2.208,-30
28.8,28.570000000000004,22.08,-35
28.7,28.5125,22.08,-35
28.6,28.432499999999994,22.08,-36
28.68,28.9375,1.6560000000000001,-30
28.74,29.177499999999988,1.6560000000000001,-27
28.78,28.682500000000015,22.08,-33
28.919999999999998,29.195000000000014,1.6560000000000001,-28
29.079999999999995,29.19750000000002,2.208,-28
29.160000000000004,29.354999999999997,1.6560000000000001,-26
29.139999999999997,29.200000000000024,2.208,-28
29.28,29.375000000000007,1.6560000000000001,-26
29.32,29.395,2.208,-26
29.3,29.137500000000006,2.208,-29
29.2,28.97,22.08,-31
29.1,28.775000000000016,22.08,-33
28.98,28.807499999999987,2.208,-32
28.959999999999997,29.20999999999998,1.6560000000000001,-27
28.939999999999998,28.967499999999994,22.08,-30
29.04,29.330000000000002,1.6560000000000001,-26
29.26,29.65749999999998,1.104,-22
29.420000000000005,29.644999999999992,2.208,-24
29.54,29.8425,1.104,-21
29.759999999999998,30.025,1.104,-19
29.919999999999998,30.157500000000017,1.104,-18
30.060000000000002,30.397500000000008,0.552,-15
30.240000000000002,30.485000000000003,1.104,-15
30.380000000000003,30.567499999999995,1.104,-14
30.459999999999997,30.5,1.104,-15
30.54,30.5875,1.104,-14
30.6,30.73249999999998,0.552,-12
30.7,30.924999999999994,0.552,-10
30.78,30.99,0.552,-10
30.880000000000003,31.0,0.552,-10
31.02,31.20249999999998,0.0,-7
31.1,31.217500000000012,0.552,-8
31.160000000000004,31.287499999999984,0.0,-7
31.26,31.432499999999994,0.0,-5
31.340000000000003,31.422500000000003,0.74,-6
31.32,31.212500000000023,0.74,-8
31.32,31.205000000000023,0.74,-8
31.380000000000003,31.554999999999996,0.0,-4
31.4,31.589999999999996,0.0,-4
31.48,31.734999999999978,0.0,-2
31.52,31.465000000000003,0.74,-6
31.619999999999997,31.707500000000017,0.0,-3
31.619999999999997,31.612499999999994,0.0,-4
30.5,27.7625,29.6,-60
28.76,24.31250000000001,29.6,-89
27.1,23.245000000000015,29.6,-89
25.380000000000003,23.100000000000016,29.6,-89
23.68,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.1,23.100000000000016,29.6,-89
23.52,24.51750000000002,29.6,-68
24.32,26.377500000000015,29.6,-49
25.32,27.680000000000007,2.96,-39
26.6,28.995000000000005,1.48,-25
28.079999999999995,30.105,0.74,-15
29.2,30.652499999999982,0.74,-12
29.880000000000003,30.537499999999994,1.48,-15
30.339999999999996,30.440000000000005,1.48,-16
30.4,29.999999999999982,2.96,-22
30.18,29.559999999999995,2.96,-26
29.8,29.082499999999992,29.6,-31
29.8,30.392499999999995,0.0,-15
29.720000000000006,30.022499999999997,1.6560000000000001,-20
29.860000000000003,30.4375,0.552,-15
30.02,30.19750000000002,1.6560000000000001,-18
30.2,29.877499999999987,2.208,-22
30.0,29.607499999999995,2.208,-25
29.839999999999996,29.312500000000018,2.208,-28
29.6,29.282499999999988,2.208,-27
29.28,28.807499999999997,22.08,-34
29.0,28.497499999999995,22.08,-36
28.839999999999996,28.64250000000002,2.208,-33
28.640000000000004,28.290000000000013,22.08,-38
28.459999999999997,28.404999999999994,22.08,-36
28.4,28.332499999999982,22.08,-37
28.46,28.660000000000018,2.208,-33
28.459999999999997,28.682500000000022,22.08,-33
28.78,29.44249999999999,0.552,-22
29.160000000000004,30.082499999999975,0.552,-17
29.54,30.20750000000001,1.6560000000000001,-18
29.939999999999998,30.557500000000022,0.552,-13
30.419999999999998,30.9475,0.0,-9
30.76,31.35,0.0,-5
31.060000000000002,31.682499999999983,-0.552,2
31.339999999999996,31.60499999999999,0.0,4
31.48,31.422500000000003,-0.552,6
31.479999999999997,31.202499999999997,-0.552,9
31.4,31.115,-0.552,9
31.22,30.965000000000003,-1.104,11
31.080000000000002,30.910000000000004,-0.552,11
31.0,31.0325,-0.552,10
30.919999999999998,30.765000000000015,-1.104,13
30.78,30.50750000000001,-1.6560000000000001,16
30.68,30.415000000000003,-1.104,16
30.54,30.265000000000015,-1.6560000000000001,18
30.339999999999996,30.075000000000006,-1.6560000000000001,20
30.26,30.332499999999982,-1.104,17
30.22,30.205000000000023,-1.6560000000000001,18
30.1,29.869999999999983,-2.208,22
30.02,29.80999999999998,-1.6560000000000001,22
29.98,29.799999999999976,-1.6560000000000001,22
29.880000000000003,29.799999999999976,-1.6560000000000001,22
29.74,29.597499999999997,-2.208,25
29.68,29.514999999999997,-2.208,25
29.580000000000002,29.364999999999988,-2.208,27
29.46,29.242500000000014,-2.208,28
29.360000000000003,29.287499999999987,-2.208,27
29.28,29.145,-2.208,29
29.2,29.107500000000005,-2.208,29
29.139999999999997,29.032500000000006,-2.208,30
29.1,29.005000000000003,-2.208,30
29.1,29.234999999999985,-2.208,27
29.18,29.424999999999994,-1.6560000000000001,25
29.26,29.49,-2.208,25
29.46,29.8375,-1.104,20
30.02,31.18999999999998,0.552,2
30.560000000000002,31.84499999999999,0.0,0
31.060000000000002,31.99,0.0,0
31.560000000000002,32.0,0.0,0
31.96,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
32.0,32.0,0.0,0
31.98,31.932500000000005,0.0,1
31.98,32.0,0.0,0
31.880000000000003,31.642499999999995,0.552,-5
31.76,31.455000000000005,0.552,-6
31.580000000000002,31.202499999999997,0.552,-9
31.46,31.34499999999998,0.0,-7
31.26,31.057499999999997,1.104,-10
31.160000000000004,31.01,0.552,-10
30.98,30.6625,1.6560000000000001,-15
30.919999999999998,30.86499999999998,0.552,-12
30.76,30.537499999999994,1.104,-15
30.619999999999997,30.37249999999998,1.104,-17
30.479999999999997,30.30999999999998,1.104,-17
30.380000000000003,30.097499999999997,1.6560000000000001,-20
30.3,30.407500000000006,0.552,-16
30.2,30.037499999999994,1.6560000000000001,-20
30.140000000000004,30.0075,1.6560000000000001,-20
30.1,30.067500000000003,1.104,-19
30.1,30.0,1.6560000000000001,-20
30.04,30.0875,1.104,-19
30.0,29.867499999999986,1.6560000000000001,-22
29.96,29.81249999999998,1.6560000000000001,-22
29.919999999999998,29.9075,1.6560000000000001,-21
29.919999999999998,30.0075,1.6560000000000001,-20
29.82,29.665,2.208,-24
29.820000000000004,29.81249999999998,1.6560000000000001,-22
29.860000000000003,29.997500000000002,1.104,-20
29.839999999999996,29.82499999999998,1.6560000000000001,-22
29.78,29.72750000000001,1.6560000000000001,-23
29.860000000000003,29.994999999999997,1.104,-20
29.9,30.0,1.6560000000000001,-20
29.880000000000003,29.932499999999997,1.6560000000000001,-21
29.959999999999997,30.135000000000012,1.104,-18
30.1,30.325000000000006,1.104,-16
30.26,30.65999999999998,0.552,-12
30.380000000000003,30.644999999999992,1.104,-14
30.459999999999997,30.32749999999998,1.6560000000000001,-17
30.68,31.132499999999975,0.0,-7
30.920000000000005,31.477499999999992,0.0,-4
31.1,31.65250000000002,0.0,-3
31.380000000000003,31.8975,0.0,0
31.580000000000002,31.337499999999984,-1.104,7
31.4,30.7075,-1.6560000000000001,16
31.059999999999995,30.107499999999998,-2.208,21
30.560000000000002,29.452500000000015,-22.08,28
29.880000000000003,28.830000000000005,-22.08,34
29.3,28.494999999999997,-22.08,36
28.8,28.07249999999999,-22.08,41
28.279999999999994,27.519999999999982,-22.08,47
27.82,27.05999999999999,-22.08,51
27.46,26.85249999999998,-22.08,52
27.079999999999995,26.6025,-22.08,55
26.68,26.109999999999992,-22.08,61
26.439999999999998,26.065000000000005,-22.08,59
26.3,26.17250000000002,-22.08,58
26.080000000000002,25.77000000000001,-22.08,63
26.140000000000004,26.59249999999999,-22.08,52
