expected_speed,predicted_speed,angle,error
31.9,31.6625,0.0,5
31.580000000000002,30.782500000000006,-1.6560000000000001,16
31.26,30.455000000000002,-1.104,16
30.939999999999998,30.4,-1.104,16
30.619999999999997,30.4,-1.104,16
30.4,30.4,-1.104,16
30.4,30.4,-1.104,16
30.380000000000003,30.332499999999982,-1.104,17
30.360000000000003,30.30499999999998,-1.104,17
30.340000000000003,30.299999999999976,-1.104,17
30.32,30.299999999999976,-1.104,17
30.3,30.299999999999976,-1.104,17
30.3,30.299999999999976,-1.104,17
30.3,30.299999999999976,-1.104,17
30.28,30.23250000000001,-1.6560000000000001,18
30.26,30.205000000000023,-1.104,18
30.24,30.200000000000024,-1.104,18
30.22,30.200000000000024,-1.104,18
30.2,30.200000000000024,-1.104,18
30.18,30.132500000000004,-1.6560000000000001,19
30.160000000000004,30.105,-1.6560000000000001,19
30.140000000000004,30.1,-1.6560000000000001,19
30.04,29.83000000000002,-2.208,23
30.0,30.032500000000006,-1.104,20
29.98,30.005000000000003,-1.6560000000000001,20
29.96,30.0,-1.6560000000000001,20
29.959999999999997,30.067500000000003,-1.104,19
30.1,30.297500000000003,-1.104,16
30.1,30.0,-1.6560000000000001,20
30.119999999999997,30.097500000000004,-1.104,19
30.1,29.945,-1.6560000000000001,21
30.060000000000002,29.9075,-1.6560000000000001,21
29.98,30.0125,-1.6560000000000001,20
29.959999999999997,29.9,-1.6560000000000001,21
29.940000000000005,29.9875,-1.6560000000000001,20
29.98,30.064999999999998,-1.104,19
29.98,29.902499999999996,-1.6560000000000001,21
30.02,30.15500000000002,-1.104,18
30.059999999999995,30.097500000000004,-1.6560000000000001,19
30.04,29.905,-1.6560000000000001,21
30.059999999999995,30.197500000000026,-1.104,18
30.119999999999997,30.200000000000024,-1.104,18
30.080000000000002,30.0075,-1.6560000000000001,20
30.060000000000002,29.994999999999997,-1.6560000000000001,20
30.139999999999997,30.26749999999999,-1.104,17
30.119999999999997,30.107500000000005,-1.6560000000000001,19
30.119999999999997,30.207500000000017,-1.104,18
30.160000000000004,30.200000000000024,-1.104,18
30.220000000000006,30.287499999999977,-1.104,17
30.3,30.56500000000001,-0.552,13
30.380000000000003,30.54500000000001,-1.104,15
30.5,30.742499999999986,-0.552,12
30.580000000000002,30.627500000000005,-1.104,14
30.639999999999997,30.605,-1.104,14
30.7,30.929999999999996,-0.552,10
30.78,30.922500000000003,-0.552,11
30.880000000000003,31.189999999999987,0.0,7
31.02,31.282499999999978,-0.552,7
31.22,31.50249999999999,0.0,4
31.32,31.517500000000002,0.0,5
31.5,31.72249999999998,0.0,2
31.540000000000003,31.5125,-0.552,5
31.68,31.9075,0.0,0
31.7,31.725000000000016,0.0,3
31.8,31.972499999999997,0.0,0
31.839999999999996,31.9925,0.0,0
31.920000000000005,31.932500000000005,0.0,1
